"","ID","title","description","streetaddress","type","amenityfeatures","city","state","Year","lat","lon","categories","cruisy"
"37320","NY2840","Albert Hotel","","23 E. 10th St.","Bars/Clubs,Hotel","","Greenwich Village","NY",1970,40.7327657,-73.9934301,"Accommodations","FALSE"
"37321","NY2841","Aldo's","","340 Bleecker St.","Restaurant","(R)","Greenwich Village","NY",1970,40.7337333,-74.0046953,"Restaurants","FALSE"
"37322","NY2842","Bon Soir","","40 W. 8th St.","Bars/Clubs","(*)","Greenwich Village","NY",1970,40.7329256,-73.9984186,"Bars","FALSE"
"37323","NY2843","Camp","","104 W. 13th St.","Bars/Clubs","(P)","Greenwich Village","NY",1970,40.7367323,-73.9979586,"Bars","FALSE"
"37324","NY2844","Carr's ","","204 W. 10th St.","Bars/Clubs","","Greenwich Village","NY",1970,40.7338736,-74.0039708,"Bars","FALSE"
"37325","NY2845","Casa Laredo","Hudson & Perry","","Restaurant","(R)","Greenwich Village","NY",1970,40.73513,-74.006087,"Restaurants","FALSE"
"37326","NY2846","Checkerboard","Christopher nr. Hudson","","Bars/Clubs","(D),(G),(*)","Greenwich Village","NY",1970,40.733056,-74.006425,"Bars","FALSE"
"37327","NY2847","Chick 'n' Rib","","39 Greenwich Ave.","Restaurant","(R)","Greenwich Village","NY",1970,40.73537,-74.000591,"Restaurants","FALSE"
"37328","NY2848","Danny's","at Greenwich","139 Christopher","Bars/Clubs","(*)","Greenwich Village","NY",1970,40.733018,-74.0071685,"Bars","FALSE"
"37329","NY2849","Den","","835 Washinton St.","Bars/Clubs","(C),(D)","Greenwich Village","NY",1970,40.7403979,-74.0076797,"Bars","FALSE"
"37330","NY2850","Earle Hotel","at 11th St.","103 Waverly Pl","Hotel","(H),(RT)","Greenwich Village","NY",1970,40.73251,-73.9987579,"Accommodations","FALSE"
"37331","NY2851","Eighty-Two Club","(touristy)","82 E. 4th St.","Bars/Clubs","(M),(S)","Greenwich Village","NY",1970,40.7263069,-73.9898306,"Bars","FALSE"
"37332","NY2852","Fedora","","239 W. 4th St.","Restaurant","(R)","Greenwich Village","NY",1970,40.734537,-74.0029004,"Restaurants","FALSE"
"37333","NY2853","Finale","","48 Barrow St.","Restaurant","(R),(M)","Greenwich Village","NY",1970,40.7321243,-74.0046039,"Restaurants","FALSE"
"37334","NY2854","Five Oaks","","49 Grove St.","Restaurant","(R),(M)","Greenwich Village","NY",1970,40.7331585,-74.0037967,"Restaurants","FALSE"
"37335","NY2855","Fraser's","","136 Waverly Pl.","Restaurant","(R)","Greenwich Village","NY",1970,40.7330008,-74.0005218,"Restaurants","FALSE"
"37336","NY2856","Gold Bug","","85 W. 3rd St.","Bars/Clubs","","Greenwich Village","NY",1970,40.7298483,-73.9988581,"Bars","FALSE"
"37337","NY2857","Hardut's","(opens at midnight)","14 Waverly Pl.","Bars/Clubs","","Greenwich Village","NY",1970,40.7300305,-73.9944122,"Bars","FALSE"
"37338","NY2858","J. B.'s","","105 W. 13th St.","Restaurant","(R)","Greenwich Village","NY",1970,40.7369605,-73.9976575,"Restaurants","FALSE"
"37339","NY2859","Julius","","159 W. 10th St.","Bars/Clubs","(YC),(*)","Greenwich Village","NY",1970,40.7345329,-74.0017116,"Bars","FALSE"
"37340","NY2860","Keller's","nr. Barrow","384 West","Bars/Clubs","","Greenwich Village","NY",1970,40.732003,-74.0102763,"Bars","FALSE"
"37341","NY2861","Kookie's","","149 W. 14th St.","Bars/Clubs","(G)","Greenwich Village","NY",1970,40.7384534,-73.9988653,"Bars","FALSE"
"37342","NY2862","Le Bijou","","168 W. 4th St.","Restaurant","(R)","Greenwich Village","NY",1970,40.7319679,-74.0016583,"Restaurants","FALSE"
"37343","NY2863","Loft","Broadway at 13th St.","","Bars/Clubs","(P)","Greenwich Village","NY",1970,40.73399,-73.990949,"Bars","FALSE"
"37344","NY2864","Max's Kansas City","(hippie hangout)","213 Park Ave. So.","Restaurant","(R),(M)","Greenwich Village","NY",1970,40.7367217,-73.9886414,"Restaurants","FALSE"
"37345","NY2865","Merry Times","(after hours)","130 W. 3rd St.","Bars/Clubs","(P)","Greenwich Village","NY",1970,40.7306705,-74.0008853,"Bars","FALSE"
"37346","NY2866","Nine Plus Club","","149 W. 21st St.","Bars/Clubs","(P),(SM)","Greenwich Village","NY",1970,40.742575,-73.995433,"Bars","FALSE"
"37347","NY2867","OK Corral Bar","(downstairs)","835 Washington St.","Bars/Clubs","(P),(SM)","Greenwich Village","NY",1970,40.7403979,-74.0076797,"Bars","FALSE"
"37348","NY2868","Omnibus Coffee House","","69 W. 10th St.","Restaurant","","Greenwich Village","NY",1970,40.734767,-73.998257,"Restaurants","FALSE"
"37349","NY2869","One- Two Three Club","","123 University Pl.","Bars/Clubs","","Greenwich Village","NY",1970,40.7347476,-73.9920808,"Bars","FALSE"
"37350","NY2870","Pam Pam","","97 7th Ave.","Restaurant","(YC),(M),(R)","Greenwich Village","NY",1970,40.7394882,-73.9985152,"Restaurants","FALSE"
"37351","NY2871","Sea Colony","Horatio & 6th Ave.","","Bars/Clubs","(G)","Greenwich Village","NY",1970,40.738756,-74.003446,"Bars","FALSE"
"37352","NY2872","Seventeen Barrow","","17 Barrow St.","Bars/Clubs","(P)","Greenwich Village","NY",1970,40.7324944,-74.0025839,"Bars","FALSE"
"37353","NY2873","Sewer","16th St. nr. 5th Ave.","","Bars/Clubs","(D),(YC),(*)","Greenwich Village","NY",1970,40.737336,-73.992664,"Bars","FALSE"
"37354","NY2874","Silver Dollar","","163 Christopher St.","Bars/Clubs","","Greenwich Village","NY",1970,40.7328465,-74.0085742,"Bars","FALSE"
"37355","NY2875","Snake Pit","(after hours- below Texas Chili Parlor)","215 W. 10th St.","Bars/Clubs","","Greenwich Village","NY",1970,40.7341477,-74.0043839,"Bars","FALSE"
"37356","NY2876","Stone Wall","Christopher at 7th Ave.","","Bars/Clubs","(YC),(D),(*)","Greenwich Village","NY",1970,40.733644,-74.002801,"Bars","FALSE"
"37357","NY2877","Stud","Greenwich St. at Perry","","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1970,40.735027,-74.006984,"Bars","FALSE"
"37358","NY2878","Studio Book Store","Christopher at Hudson","","Book Store","","Greenwich Village","NY",1970,40.733147,-74.006207,"Businesses","FALSE"
"37359","NY2879","Tenth of Always","","82 W. 3rd St.","Bars/Clubs","(YC),(D),(P)","Greenwich Village","NY",1970,40.7297021,-73.9989571,"Bars","FALSE"
"37360","NY2880","Texas Chile Parlor","","215 W. 10th St.","Restaurant","(YC),(R)","Greenwich Village","NY",1970,40.7341477,-74.0043839,"Restaurants","FALSE"
"37361","NY2881","Tool Box","at Jane","507 West St.","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1970,40.7385197,-74.0093909,"Bars","FALSE"
"37362","NY2882","Tor's","","21 Greenwich Ave.","Restaurant","(R),(G)","Greenwich Village","NY",1970,40.734542,-74.000176,"Restaurants","FALSE"
"37363","NY2883","Twin Brothers","(after hours) 6th Ave. at Waverly Pl.","","Bars/Clubs","","Greenwich Village","NY",1970,40.732934,-74.000083,"Bars","FALSE"
"37364","NY2884","Washington Square","(after hours) at 3rd St.","675 Broadway","Restaurant","(RT),(G),(R)","Greenwich Village","NY",1970,40.7277982,-73.9950397,"Restaurants","FALSE"
"37365","NY2971","Albert Hotel ","","23 E 10th St.","Hotel","(H)","Greenwich Village","NY",1969,40.7327657,-73.9934301,"Accommodations","FALSE"
"37366","NY2972","Aldo's ","","340 Bleecker St.","Restaurant","(R)","Greenwich Village","NY",1969,40.7337333,-74.0046953,"Restaurants","FALSE"
"37367","NY2973","Big Dollar","(Big 'D')","49 E. Houston St.","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1969,40.7245497,-73.994718,"Bars","FALSE"
"37368","NY2974","Bon Soir","","40 W. 8th St.","Bars/Clubs","(*)","Greenwich Village","NY",1969,40.7329256,-73.9984186,"Bars","FALSE"
"37369","NY2975","Carr's","","204 W. 10th St.","Bars/Clubs","","Greenwich Village","NY",1969,40.7338736,-74.0039708,"Bars","FALSE"
"37370","NY2976","Casa Laredo","Hudson & Perry","","Restaurant","(R)","Greenwich Village","NY",1969,40.73513,-74.006087,"Restaurants","FALSE"
"37371","NY2977","Checkerboard","Christopher nr. Hudson","","Bars/Clubs","(*)","Greenwich Village","NY",1969,40.733056,-74.006425,"Bars","FALSE"
"37372","NY2978","Chick 'n' Rib","","39 Greenwich Ave","Restaurant","(R)","Greenwich Village","NY",1969,40.73537,-74.000591,"Restaurants","FALSE"
"37373","NY2979","Danny's","at Greenwich St.","139 Christopher","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1969,40.733018,-74.0071685,"Bars","FALSE"
"37374","NY2980","Den","(C-D) (upstairs)","835 Washington St.","Bars/Clubs","(C),(D)","Greenwich Village","NY",1969,40.7403979,-74.0076797,"Bars","FALSE"
"37375","NY2981","Earle Hotel","at 11th St.","103 Waverly Pl","Hotel","(H)","Greenwich Village","NY",1969,40.73251,-73.9987579,"Accommodations","FALSE"
"37376","NY2982","Eighty-Two-Club","","82 E. 4th St.","Bars/Clubs","(S)","Greenwich Village","NY",1969,40.7263069,-73.9898306,"Bars","FALSE"
"37377","NY2983","Fedora","","239 W 4th St.","Restaurant","(R)","Greenwich Village","NY",1969,40.734537,-74.0029004,"Restaurants","FALSE"
"37378","NY2984","Finale","","48 Barrow St","Restaurant","(R),(M)","Greenwich Village","NY",1969,40.7321243,-74.0046039,"Restaurants","FALSE"
"37379","NY2985","Five Oaks","","49 Grove St.","Restaurant","(R),(M)","Greenwich Village","NY",1969,40.7331585,-74.0037967,"Restaurants","FALSE"
"37380","NY2986","Fraser's","","136 Waverly Pl","Restaurant","(R)","Greenwich Village","NY",1969,40.7330008,-74.0005218,"Restaurants","FALSE"
"37381","NY2987","Gold Bug","","85 W 3rd St","Bars/Clubs","","Greenwich Village","NY",1969,40.7298483,-73.9988581,"Bars","FALSE"
"37382","NY2988","J.B.'s","(Sunday brunch)","105 W. 13th St.","Bars/Clubs","","Greenwich Village","NY",1969,40.7369605,-73.9976575,"Bars","FALSE"
"37383","NY2989","Julius","","159 W. 10th St.","Bars/Clubs","(YC),(*)","Greenwich Village","NY",1969,40.7345329,-74.0017116,"Bars","FALSE"
"37384","NY2990","Keller's","nr Barrow","384 West","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1969,40.732003,-74.0102763,"Bars","FALSE"
"37385","NY2991","Kookie's","","149 W. 21st St","Bars/Clubs","(G)","Greenwich Village","NY",1969,40.742575,-73.995433,"Bars","FALSE"
"37386","NY2992","Morrocan Village","","21 W 8th St","Bars/Clubs","(YC),(D),(*)","Greenwich Village","NY",1969,40.732976,-73.9974616,"Bars","FALSE"
"37387","NY2993","Nine Plus Club","","149 W 21st St","Bars/Clubs","(P),(SM)","Greenwich Village","NY",1969,40.742575,-73.995433,"Bars","FALSE"
"37388","NY2994","One-Two-Three Club","","123 University Pl","Bars/Clubs","","Greenwich Village","NY",1969,40.7347476,-73.9920808,"Bars","FALSE"
"37389","NY2995","Pam-Pam","","97 7th Ave","Restaurant","(YC),(M),(R)","Greenwich Village","NY",1969,40.7394882,-73.9985152,"Restaurants","FALSE"
"37390","NY2996","Sea Colony","Horatio at 8th Ave","","Bars/Clubs","(G)","Greenwich Village","NY",1969,40.738756,-74.003446,"Bars","FALSE"
"37391","NY2997","Seventeen Barrow","","17 Barrow St.","Bars/Clubs","(*)","Greenwich Village","NY",1969,40.7324944,-74.0025839,"Bars","FALSE"
"37392","NY2998","Silver Dollar ","","163 Christopher St.","Bars/Clubs","","Greenwich Village","NY",1969,40.7328465,-74.0085742,"Bars","FALSE"
"37393","NY2999","Snake Pit","(after hours- below Texas Chile Parlor)","215 W. 10th St.","Bars/Clubs","","Greenwich Village","NY",1969,40.7341477,-74.0043839,"Bars","FALSE"
"37394","NY3000","Skull","(after hours)","421 W. 13th St.","Bars/Clubs","(P),(SM)","Greenwich Village","NY",1969,40.7410047,-74.0069222,"Bars","FALSE"
"37395","NY3001","Stone Wall","Christopher at 7th Ave","","Bars/Clubs","(YC),(D),(*)","Greenwich Village","NY",1969,40.733644,-74.002801,"Bars","FALSE"
"37396","NY3002","Stud","Greenwich St at Perry","","Bars/Clubs","(SM),(*)","Greenwich Village","NY",1969,40.735027,-74.006984,"Bars","FALSE"
"37397","NY3003","Tenth of Always","","82 W 3rd St.","Bars/Clubs","(YC),(P),(D)","Greenwich Village","NY",1969,40.7297021,-73.9989571,"Bars","FALSE"
"37398","NY3004","Texas Chile Parlor","","215 W 10th St.","Restaurant","(YC),(R)","Greenwich Village","NY",1969,40.7341477,-74.0043839,"Restaurants","FALSE"
"37399","NY3005","Tool Box","at Jane","507 West St.","Bars/Clubs","(SM)","Greenwich Village","NY",1969,40.7385197,-74.0093909,"Bars","FALSE"
"37400","NY3006","Tor's ","","21 Greenwich Ave.","Restaurant","(G),(R)","Greenwich Village","NY",1969,40.734542,-74.000176,"Restaurants","FALSE"
"37401","NY3007","Washington Sq.","(after hours) at 3rd St.","675 Broadway","Restaurant","(RT),(G),(R)","Greenwich Village","NY",1969,40.7277982,-73.9950397,"Restaurants","FALSE"
"37773","NY067","Long Island Railroad Station & Bus Terminal","","","Cruising Areas","Cruisy Area,(AYOR)","Hempstead","NY",1980,40.712071,-73.624797,"Cruising Areas","TRUE"
"37774","NY471","Long Island Railroad Station & Bus Terminal","","","Cruising Areas","Cruisy Area,(AYOR)","Hempstead","NY",1979,40.712071,-73.624797,"Cruising Areas","TRUE"
"37775","NY863","Long Island R.R. Station & Bus Terminal","","","Cruising Areas","(AYOR),Cruisy Area","Hempstead","NY",1978,40.712071,-73.624797,"Cruising Areas","TRUE"
"37776","NY1189","Long Island Rail Road Station and Bus Terminal","","","Cruising Areas","(AYOR),Cruisy Area","Hempstead","NY",1977,40.712071,-73.624797,"Cruising Areas","TRUE"
"37777","NY1537","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","(*)","Hempstead","NY",1976,40.7147669,-73.6274408,"Bars","FALSE"
"37778","NY1538","L.I. Railroad Station","(HOT)","","Cruising Areas","Cruisy Area,(HOT)","Hempstead","NY",1976,40.712071,-73.624797,"Cruising Areas","TRUE"
"37779","NY1766","Rene's Bar & Grill","","234 Main St.","Restaurant,Bars/Clubs","(*)","Hempstead","NY",1975,40.7147669,-73.6274408,"Bars","FALSE"
"37780","NY1767","L.I. Railroad Station","","","Cruising Areas","Cruisy Area","Hempstead","NY",1975,40.712071,-73.624797,"Cruising Areas","TRUE"
"37781","NY2041","Rene's Bar & Grill","","","Restaurant","","Hempstead","NY",1974,40.7062128,-73.6187397,"Restaurants","FALSE"
"37782","NY2302","Rene's Bar & Grill","","234 Main St.","Bars/Clubs,Restaurant","(*)","Hempstead","NY",1973,40.7147669,-73.6274408,"Bars","FALSE"
"37783","NY2516","Rene's Bar & Grill","","234 Main St.","Bars/Clubs,Restaurant","(*)","Hempstead","NY",1972,40.7147669,-73.6274408,"Bars","FALSE"
"37784","NY2517","Ryan's","","676 Fulton","Bars/Clubs","(M)","Hempstead","NY",1972,40.712068,-73.6086256,"Bars","FALSE"
"37785","NY2688","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","(*)","Hempstead","NY",1971,40.7147669,-73.6274408,"Bars","FALSE"
"37786","NY2837","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","","Hempstead","NY",1970,40.7147669,-73.6274408,"Bars","FALSE"
"37787","NY2967","Rene's Bar & Grill","","234 Main St.","Restaurant,Bars/Clubs","","Hempstead","NY",1969,40.7147669,-73.6274408,"Bars","FALSE"
"37788","NY3076","McAnn's","","41 Station Plaza","Bars/Clubs","(M)","Hempstead","NY",1968,40.7101691,-73.624901,"Bars","FALSE"
"37789","NY3077","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","(*)","Hempstead","NY",1968,40.7147669,-73.6274408,"Bars","FALSE"
"37790","NY3148","McAnn's","","41 Station Plaza","Bars/Clubs","(M)","Hempstead","NY",1966,40.7101691,-73.624901,"Bars","FALSE"
"37791","NY3149","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","(*)","Hempstead","NY",1966,40.7147669,-73.6274408,"Bars","FALSE"
"37792","NY3206","McAnn's","","41 Station Plaza","Bars/Clubs","(M)","Hempstead","NY",1965,40.7101691,-73.624901,"Bars","FALSE"
"37793","NY3207","Rene's Bar & Grill","","234 Main St.","Bars/Clubs","","Hempstead","NY",1965,40.7147669,-73.6274408,"Bars","FALSE"
"37806","NY472","Cheeker's","(Disco) (looks promising)","25 E. Marie St.","Bars/Clubs","(D),(S)","Hicksville","NY",1979,40.7675407,-73.522187,"Bars","FALSE"
"37807","NY473","Plaza","(Disco)","206 Old Country Rd.","Bars/Clubs","(E),(D)","Hicksville","NY",1979,40.762292,-73.529236,"Bars","FALSE"
"37808","NY864","Side Street","","25 E. Marie St.","Bars/Clubs","(M),(D),(PT)","Hicksville","NY",1978,40.7675407,-73.522187,"Bars","FALSE"
"37831","NY068","Prime Time","(Disco) (Cl. Mon. & Tues.) Rte. 9W N.","","Bars/Clubs","(D),(*)","Highland Park ","NY",1980,41.369261,-73.96625,"Bars","FALSE"
"37855","NY2042","Corral","Holbrook (Patchoque) Rd., S. of L.I. Expressway, Exit G1","","Bars/Clubs","(YC),(D),(*)","Holbrook","NY",1974,40.812321,-73.078443,"Bars","FALSE"
"37856","NY2303","Coral","Holbrook Rd., S. of L. I. Expressway, exit 61","","Bars/Clubs","(YC),(D),(*)","Holbrook","NY",1973,40.812321,-73.078443,"Bars","FALSE"
"37864","NY2213","Ev's 11th Hour","","193-14 Jamaica Ave.","Bars/Clubs","","Hollis","NY",1974,40.7130773,-73.7668307,"Bars","FALSE"
"37865","NY2439","Ev's 11th Hour","","193-14 Jamaica Ave.","Bars/Clubs","","Hollis","NY",1973,40.7130773,-73.7668307,"Bars","FALSE"
"39300","NY474","Catapano's","(Sun. brunch)","62 Stewart Ave.","Restaurant","(R)","Huntington","NY",1979,40.8737993,-73.424766,"Restaurants","FALSE"
"39301","NY475","Little Professor Books","","345 Main St.","Book Store","","Huntington","NY",1979,40.8710917,-73.4302677,"Businesses","FALSE"
"39724","NY069","Blue Angel ","(Some L) (Disco) at Hancock","213 5th. St.","Bars/Clubs","(L),(D)","Ithaca","NY",1980,42.4457178,-76.5070607,"Bars","FALSE"
"39725","NY070","Common Ground ","(Disco)","134 W. State St.","Bars/Clubs","(YC),(D),(E),(*)","Ithaca","NY",1980,42.4397002,-76.5003839,"Bars","FALSE"
"39726","NY071","Depot","(Best late) Judo Falls Rd.","","Bars/Clubs","(M)","Ithaca","NY",1980,42.443961,-76.501881,"Bars","FALSE"
"39727","NY072","Nite Court","","215 N. Aurora","Bars/Clubs","(M)","Ithaca","NY",1980,42.4409855,-76.4954416,"Bars","FALSE"
"39728","NY073","C.A. WIllard Straight Hall","T-Room Cornell U.","","Cruising Areas","Cruisy Area","Ithaca","NY",1980,42.446592,-76.485676,"Cruising Areas","TRUE"
"39729","NY476","Blue Angel","(Some G) (Disco) at Hancock","213 5th St.","Bars/Clubs","(*),(YC),(G),(D)","Ithaca","NY",1979,42.4457178,-76.5070607,"Bars","FALSE"
"39730","NY477","Nite Court","","215 N. Aurora","Bars/Clubs","(M)","Ithaca","NY",1979,42.4409855,-76.4954416,"Bars","FALSE"
"39731","NY865","North 40","","1642 E. Shore Dr.","Bars/Clubs","(M),(YC)","Ithaca","NY",1978,42.511065,-76.511499,"Bars","FALSE"
"39732","NY866","Number Nine","College Ave.","","Bars/Clubs","(M),(YC)","Ithaca","NY",1978,42.441974,-76.485262,"Bars","FALSE"
"39733","NY1190","Morrie's","","409 Eddy Street","Bars/Clubs","(M),(YC),(*)","Ithaca","NY",1977,42.4419933,-76.4873513,"Bars","FALSE"
"39734","NY1191","North 40","","162 E. SHore Drive","Bars/Clubs","(M),(YC)","Ithaca","NY",1977,42.4626123,-76.4982852,"Bars","FALSE"
"39735","NY1192","Number Nine","College Avenue","","Bars/Clubs","(M),(YC)","Ithaca","NY",1977,42.441974,-76.485262,"Bars","FALSE"
"39736","NY1539","Morrie's","","409 Eddy St.","Bars/Clubs","(M),(YC),(*)","Ithaca","NY",1976,42.4419933,-76.4873513,"Bars","FALSE"
"39737","NY1540","North 40","","1642 E. Shore Dr.","Bars/Clubs","(M),(YC)","Ithaca","NY",1976,42.511065,-76.511499,"Bars","FALSE"
"39738","NY1541","Number Nine","College Ave.","","Bars/Clubs","(M),(YC)","Ithaca","NY",1976,42.4439614,-76.5018807,"Bars","FALSE"
"39739","NY1768","Morrie's ","","409 Eddy St.","Bars/Clubs","(M),(YC),(*)","Ithaca","NY",1975,42.4419933,-76.4873513,"Bars","FALSE"
"39740","NY1769","North 40 ","","1642 E. Shore Dr.","Bars/Clubs","(M),(YC)","Ithaca","NY",1975,42.511065,-76.511499,"Bars","FALSE"
"39741","NY1770","Number Nine","College Ave.","","Bars/Clubs","(M),(YC)","Ithaca","NY",1975,42.4439614,-76.5018807,"Bars","FALSE"
"39742","NY2043","Morrie's","","409 Eddy St.","Bars/Clubs","(M),(YC),(D),(*)","Ithaca","NY",1974,42.4419933,-76.4873513,"Bars","FALSE"
"39743","NY2304","Morrie's","","409 Eddy St.","Bars/Clubs","(YC),(M),(*)","Ithaca","NY",1973,42.4419933,-76.4873513,"Bars","FALSE"
"39744","NY2518","Morrie's","","409 Eddy St.","Bars/Clubs","(M),(YC),(*)","Ithaca","NY",1972,42.4419933,-76.4873513,"Bars","FALSE"
"39745","NY2689","Moore's","","409 Eddy St.","Bars/Clubs","(M),(YC),(*)","Ithaca","NY",1971,42.4419933,-76.4873513,"Bars","FALSE"
